##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	P1_R2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	153338
Total Bases	29.2 Mbp
Sequences flagged as poor quality	0
Sequence length	42-250
%GC	55
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.21808031929463	37.0	37.0	37.0	37.0	37.0
2	36.875164668901384	37.0	37.0	37.0	37.0	37.0
3	36.73595586221289	37.0	37.0	37.0	37.0	37.0
4	36.726786576060725	37.0	37.0	37.0	37.0	37.0
5	36.89808136274113	37.0	37.0	37.0	37.0	37.0
6	36.89431191224615	37.0	37.0	37.0	37.0	37.0
7	36.73268204880721	37.0	37.0	37.0	37.0	37.0
8	36.70916537322777	37.0	37.0	37.0	37.0	37.0
9	36.75160755976992	37.0	37.0	37.0	37.0	37.0
10-14	36.836070641328305	37.0	37.0	37.0	37.0	37.0
15-19	36.72906128943901	37.0	37.0	37.0	37.0	37.0
20-24	36.86568104448995	37.0	37.0	37.0	37.0	37.0
25-29	36.802339928784775	37.0	37.0	37.0	37.0	37.0
30-34	36.78175794649728	37.0	37.0	37.0	37.0	37.0
35-39	36.75955992643702	37.0	37.0	37.0	37.0	37.0
40-44	36.54013667638677	37.0	37.0	37.0	37.0	37.0
45-49	36.4159969938557	37.0	37.0	37.0	37.0	37.0
50-54	36.656198084088935	37.0	37.0	37.0	37.0	37.0
55-59	36.75479091678015	37.0	37.0	37.0	37.0	37.0
60-64	36.766851240008904	37.0	37.0	37.0	37.0	37.0
65-69	36.79362771473584	37.0	37.0	37.0	37.0	37.0
70-74	36.397210290167045	37.0	37.0	37.0	37.0	37.0
75-79	36.727152533898966	37.0	37.0	37.0	37.0	37.0
80-84	36.742924208829706	37.0	37.0	37.0	37.0	37.0
85-89	36.6772933080257	37.0	37.0	37.0	37.0	37.0
90-94	36.66941439721975	37.0	37.0	37.0	37.0	37.0
95-99	36.704625156681296	37.0	37.0	37.0	37.0	37.0
100-104	36.42532607619519	37.0	37.0	37.0	37.0	37.0
105-109	36.51670401389718	37.0	37.0	37.0	37.0	37.0
110-114	36.47077813482183	37.0	37.0	37.0	37.0	37.0
115-119	36.38209215998431	37.0	37.0	37.0	37.0	37.0
120-124	36.4443640498645	37.0	37.0	37.0	37.0	37.0
125-129	36.46858328103166	37.0	37.0	37.0	37.0	37.0
130-134	36.4429984658979	37.0	37.0	37.0	37.0	37.0
135-139	36.39616722316437	37.0	37.0	37.0	37.0	37.0
140-144	36.49235835461786	37.0	37.0	37.0	37.0	37.0
145-149	36.59113972950492	37.0	37.0	37.0	37.0	37.0
150-154	36.54554264505747	37.0	37.0	37.0	37.0	37.0
155-159	36.503071107284754	37.0	37.0	37.0	37.0	37.0
160-164	36.49311492738362	37.0	37.0	37.0	37.0	37.0
165-169	35.92029547471459	37.0	37.0	37.0	34.6	37.0
170-174	36.23970653186446	37.0	37.0	37.0	37.0	37.0
175-179	36.41504115981655	37.0	37.0	37.0	37.0	37.0
180-184	36.13043058567971	37.0	37.0	37.0	37.0	37.0
185-189	35.798252381327245	37.0	37.0	37.0	34.6	37.0
190-194	35.95429426119814	37.0	37.0	37.0	34.6	37.0
195-199	36.29584596118913	37.0	37.0	37.0	37.0	37.0
200-204	36.32824570208327	37.0	37.0	37.0	37.0	37.0
205-209	36.30453309394598	37.0	37.0	37.0	37.0	37.0
210-214	36.060786134957695	37.0	37.0	37.0	37.0	37.0
215-219	35.265851834356795	37.0	37.0	37.0	29.8	37.0
220-224	36.08729026226443	37.0	37.0	37.0	34.6	37.0
225-229	35.583944192682125	37.0	37.0	37.0	29.8	37.0
230-234	35.64280357828231	37.0	37.0	37.0	32.2	37.0
235-239	34.30730448778806	37.0	34.6	37.0	29.4	37.0
240-244	35.11674605361572	37.0	34.6	37.0	31.8	37.0
245-249	35.63840689697774	37.0	37.0	37.0	34.6	37.0
250	33.96911987710971	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
2130	75-79	-0.2904637672701469
2130	80-84	-0.008018062856230301
2130	85-89	-0.10004424635947373
2130	90-94	0.04426312477456662
2130	95-99	0.01125018887383078
2130	100-104	-0.12729748950263797
2130	105-109	0.0364948439353725
2130	110-114	-0.013322106579167325
2130	115-119	-0.1932468062023247
2130	120-124	-0.39494484525048534
2130	125-129	-0.1808010635794446
2130	130-134	-0.19963555130779298
2130	135-139	-0.21969161274510185
2130	140-144	-0.18060655927075686
2130	145-149	-0.05627657828210175
2130	150-154	-0.6441960915381912
2130	155-159	-0.4411585998961769
2130	160-164	-0.3470739217937009
2130	165-169	-0.062255950294982654
2130	170-174	0.21634547428611484
2130	175-179	-0.49092288813194074
2130	180-184	-0.15887380675067675
2130	185-189	-0.865813853068488
2130	190-194	-0.2805439888186356
2130	195-199	-0.1780539011620519
2130	200-204	-0.4937647628871886
2130	205-209	-0.185632978726737
2130	210-214	-0.36151248821000337
2130	215-219	0.052628898988899664
2130	220-224	-0.0729651067919832
2130	225-229	-0.691030376313833
2130	230-234	-0.24927991422626405
2130	235-239	-0.6642346646959183
2130	240-244	-0.6309268438801681
2130	245-249	-0.12129187632115901
2130	250	-1.097025931111709
2131	1	-0.610651071243538
2131	2	-0.14744003564754848
2131	3	-0.11273709835391088
2131	4	-0.1404592010596204
2131	5	0.08835093696632157
2131	6	-0.004513908454882198
2131	7	-0.24394030125341715
2131	8	-0.3462777060320903
2131	9	-0.3778750403050708
2131	10-14	-0.14199262777064092
2131	15-19	-0.10601707128927274
2131	20-24	0.00920012108580437
2131	25-29	-0.11579862184208167
2131	30-34	-0.25185853728149254
2131	35-39	-0.045040727546073356
2131	40-44	0.180681683223888
2131	45-49	-0.1545883628553213
2131	50-54	-0.06774164829483453
2131	55-59	-0.12884284302096916
2131	60-64	-0.23269298687453244
2131	65-69	0.16418094521336002
2131	70-74	-0.13030059065283695
2131	75-79	-0.05406317670237115
2131	80-84	-0.23075329381063625
2131	85-89	0.1338093239078617
2131	90-94	-0.016198868241822595
2131	95-99	-0.15770405949218258
2131	100-104	-0.026643894731392948
2131	105-109	0.1178673929549845
2131	110-114	0.012875337572630485
2131	115-119	-0.06787367187396853
2131	120-124	0.07317295244477151
2131	125-129	-0.30687874176980046
2131	130-134	0.047910330040899396
2131	135-139	-0.0508482495355409
2131	140-144	0.1872124761539098
2131	145-149	-0.0059991561736936205
2131	150-154	0.3284031402159684
2131	155-159	0.155085531559223
2131	160-164	0.21272121264931343
2131	165-169	-0.025124068092672758
2131	170-174	-0.02940783343903064
2131	175-179	0.20416887456545396
2131	180-184	-0.07854943628545641
2131	185-189	0.12300390194644706
2131	190-194	-0.07567843184040868
2131	195-199	0.17397341424553758
2131	200-204	-0.17997901811553874
2131	205-209	-0.21585064838102852
2131	210-214	-0.08912665807769571
2131	215-219	-0.31868992303414956
2131	220-224	0.19865247750165338
2131	225-229	0.02770628608480763
2131	230-234	-0.05534052028686176
2131	235-239	-0.37494742611290377
2131	240-244	-0.24466990832744528
2131	245-249	-0.08117237141292577
2131	250	1.4420265656872644
2132	1	-0.16117897471261244
2132	2	0.10746192513676789
2132	3	0.1444273058693213
2132	4	0.0013205877789914666
2132	5	0.08835093696632157
2132	6	0.1131331503686468
2132	7	0.03509438954597499
2132	8	0.011188357316321174
2132	9	0.22996809694983256
2132	10-14	0.009817326980495977
2132	15-19	-0.10284965047479488
2132	20-24	-0.030769713001667753
2132	25-29	0.05561917604630651
2132	30-34	0.0955019453731083
2132	35-39	0.06408446099088394
2132	40-44	0.2088113966477252
2132	45-49	0.13658810773291208
2132	50-54	-0.07543395598713687
2132	55-59	0.0736520820324813
2132	60-64	-0.010596488902670842
2132	65-69	-0.03940470190816825
2132	70-74	0.2194432746117485
2132	75-79	0.11142152438127084
2132	80-84	-0.0043528672427513015
2132	85-89	-0.04460439309409736
2132	90-94	0.18521289646405847
2132	95-99	0.08613907776272356
2132	100-104	0.19359139938624992
2132	105-109	0.02116151060204885
2132	110-114	0.14550589950912496
2132	115-119	0.05880798831822176
2132	120-124	0.17877693750081391
2132	125-129	-0.02102015591121642
2132	130-134	0.14942548155605095
2132	135-139	0.2804648817775899
2132	140-144	-0.02692893798749907
2132	145-149	0.05561700544246406
2132	150-154	0.19860516041798348
2132	155-159	0.005085531559217316
2132	160-164	0.4369636368917469
2132	165-169	0.3142698713012635
2132	170-174	0.20695580292461102
2132	175-179	0.20719917759575424
2132	180-184	-0.11137771911374017
2132	185-189	-0.4093193303767819
2132	190-194	0.11523065906868624
2132	195-199	0.15074109101321653
2132	200-204	0.19981896168244617
2132	205-209	-0.34009307262345345
2132	210-214	0.26595230052239316
2132	215-219	0.548403546876223
2132	220-224	-0.0729651067919832
2132	225-229	-0.22905854532791636
2132	230-234	0.07184684633711669
2132	235-239	-0.3262064956818236
2132	240-244	-0.011208534021001526
2132	245-249	0.6111024898760249
2132	250	-1.8012512832243885
2133	1	0.2516938667316566
2133	2	0.10746192513676789
2133	3	0.2598119212539345
2133	4	-0.13525712022728698
2133	5	-0.17695518548265454
2133	6	-0.00931582922319052
2133	7	0.14341464072337118
2133	8	-0.12538935068995727
2133	9	0.22996809694983256
2133	10-14	-0.04787498071181773
2133	15-19	-0.12498465832408101
2133	20-24	-0.02025165962647435
2133	25-29	0.09996768468052863
2133	30-34	0.161906968920988
2133	35-39	0.07844866821223206
2133	40-44	-0.030042606491996082
2133	45-49	0.4110779036512753
2133	50-54	0.005727739460269277
2133	55-59	0.0672409421313418
2133	60-64	-0.020778152593962318
2133	65-69	-0.021566181223420244
2133	70-74	-0.09409940653014814
2133	75-79	0.10102233385815396
2133	80-84	0.08576885198331752
2133	85-89	0.13689055640085712
2133	90-94	-0.002066606641534463
2133	95-99	-0.2208754149909069
2133	100-104	0.24854792112537893
2133	105-109	0.012070291505708042
2133	110-114	0.120338024139798
2133	115-119	-0.1335453136650102
2133	120-124	-0.08096544646974735
2133	125-129	0.0919453197408231
2133	130-134	0.20548608761665577
2133	135-139	0.08248508379778485
2133	140-144	0.2599397488811803
2133	145-149	0.10309175291721573
2133	150-154	0.025372837185663855
2133	155-159	0.11266128913497653
2133	160-164	0.09756969749779643
2133	165-169	0.18093653796793063
2133	170-174	0.04331943928823989
2133	175-179	0.13144160183817633
2133	180-184	0.3032687455327192
2133	185-189	-0.10729912835658695
2133	190-194	0.02129126512929247
2133	195-199	0.12548856576069056
2133	200-204	0.2806270424905293
2133	205-209	0.0629372304068525
2133	210-214	0.07450970555866832
2133	215-219	0.057067652723418405
2133	220-224	0.05319793204710521
2133	225-229	0.045888104266623486
2133	230-234	-0.4250374899838363
2133	235-239	-0.15070500187047742
2133	240-244	-0.644669908327451
2133	245-249	-0.1417784320189881
2133	250	-0.04282191916122002
2134	1	0.11543330189966383
2134	2	-0.013750196075356769
2134	3	-0.2452385837965707
2134	4	0.23208981854822497
2134	5	-0.15407330545792064
2134	6	-0.1494931122576162
2134	7	-0.11797476352317204
2134	8	-0.14188079575282586
2134	9	-0.03265816567643043
2134	10-14	-0.053935586772418276
2134	15-19	0.028385780760636692
2134	20-24	-0.06317064540261441
2134	25-29	-0.12530545487832967
2134	30-34	0.06543201530317333
2134	35-39	0.0799741268805434
2134	40-44	-0.053542915706586314
2134	45-49	0.004769925914729356
2134	50-54	0.04943006887688739
2134	55-59	-0.06421927863300425
2134	60-64	-0.06625033585716977
2134	65-69	0.08655931646729442
2134	70-74	0.16809241160360244
2134	75-79	-0.02240204988601846
2134	80-84	-0.020894659943358818
2134	85-89	-0.0037968855406802504
2134	90-94	-0.036082878183826494
2134	95-99	0.0017822702509846522
2134	100-104	0.0038449205130106634
2134	105-109	-0.15255277511224108
2134	110-114	0.2620333109501729
2134	115-119	0.2821155126382564
2134	120-124	0.11691471792567398
2134	125-129	0.01907646244627159
2134	130-134	-0.006371619893229763
2134	135-139	0.011865847961168186
2134	140-144	-0.15349898629668957
2134	145-149	0.22614840640864742
2134	150-154	0.3621317304662952
2134	155-159	0.09421596634182805
2134	160-164	0.0050795789207285225
2134	165-169	-0.0886286794233726
2134	170-174	-0.40173984924931005
2134	175-179	-0.11598922820135016
2134	180-184	-0.10147433747122392
2134	185-189	-0.08516474100480309
2134	190-194	0.1514625431266552
2134	195-199	0.01692466589243935
2134	200-204	-0.3818235503948557
2134	205-209	-0.06038292769591891
2134	210-214	0.030240930855107706
2134	215-219	-0.44306409958224435
2134	220-224	-0.10121577019268102
2134	225-229	0.7433848104589771
2134	230-234	0.3536186364983749
2134	235-239	0.0864491483271479
2134	240-244	-0.19908361056725
2134	245-249	0.010000224107500344
2134	250	-1.7661420772639858
2135	1	0.08104688453452269
2135	2	0.10746192513676789
2135	3	0.2598119212539345
2135	4	0.23208981854822497
2135	5	0.08835093696632157
2135	6	0.1131331503686468
2135	7	0.2658636203152085
2135	8	-0.013361560850619014
2135	9	0.22996809694983256
2135	10-14	0.07127395545839477
2135	15-19	-8.85657021434838E-4
2135	20-24	0.049917684706997534
2135	25-29	0.09579920877953185
2135	30-34	0.1087589011832577
2135	35-39	0.1784052465882624
2135	40-44	0.051937419560978526
2135	45-49	0.24616257581801193
2135	50-54	0.28119452191793215
2135	55-59	0.1895971110704906
2135	60-64	0.08056046063383349
2135	65-69	0.13393582680870963
2135	70-74	0.31413961943943036
2135	75-79	0.12470117957892768
2135	80-84	0.24366358882542016
2135	85-89	0.27403341354371236
2135	90-94	0.037022420273579826
2135	95-99	0.0770207981928337
2135	100-104	-0.27066666512988036
2135	105-109	0.17574215576333785
2135	110-114	0.2324884580838642
2135	115-119	0.331343357732095
2135	120-124	0.045900225172047726
2135	125-129	0.07009095519989472
2135	130-134	0.41275881488938637
2135	135-139	0.2649093262220319
2135	140-144	0.2441821731236118
2135	145-149	0.20006144988690977
2135	150-154	0.19749404930688286
2135	155-159	0.12175219822589156
2135	160-164	-0.029703029774921674
2135	165-169	0.09426987130126463
2135	170-174	0.32876371252913117
2135	175-179	0.1670861832454662
2135	180-184	-0.23068092062032974
2135	185-189	0.3272155095478837
2135	190-194	0.14743404889919276
2135	195-199	0.10535502698308363
2135	200-204	0.0069752705336725285
2135	205-209	0.03561314206581301
2135	210-214	0.048418282857078054
2135	215-219	0.12013904460837921
2135	220-224	0.48812345849805894
2135	225-229	0.45893381561741364
2135	230-234	-0.10690703287033188
2135	235-239	0.38632632838119463
2135	240-244	-0.02782347792169304
2135	245-249	0.26438489617824246
2135	250	-1.0464171939429363
2136	1	0.37891922496005037
2136	2	-0.1478572237994058
2136	3	-0.14444339789500305
2136	4	0.23208981854822497
2136	5	-0.18824480771453267
2136	6	-0.014526424099436497
2136	7	0.010544471379034803
2136	8	-0.1410211353187023
2136	9	0.22996809694983256
2136	10-14	0.04999735971372132
2136	15-19	0.05017817276579706
2136	20-24	-0.005401464229173314
2136	25-29	0.019203464098680456
2136	30-34	-0.09975173711461593
2136	35-39	-0.008828795964930691
2136	40-44	0.12853316424182992
2136	45-49	0.08446044815843834
2136	50-54	-0.016677818507602638
2136	55-59	0.06026644352848365
2136	60-64	-0.18308506365455912
2136	65-69	0.04827610693482853
2136	70-74	-0.054759888513160604
2136	75-79	-0.026016773974049556
2136	80-84	-0.07846489916938282
2136	85-89	-0.0031389663152339153
2136	90-94	-0.06690157240041827
2136	95-99	-0.11017838255473578
2136	100-104	-0.04158320378834901
2136	105-109	0.053161510602045325
2136	110-114	-0.07602051927757003
2136	115-119	-0.059913472868991846
2136	120-124	-0.038226758954934326
2136	125-129	-0.0162582511493099
2136	130-134	-0.1575637657557749
2136	135-139	-0.13100465227259406
2136	140-144	-0.1545275042957499
2136	145-149	0.04522274020949624
2136	150-154	-0.05928014424151229
2136	155-159	-0.04061339317196655
2136	160-164	-0.018950341602881338
2136	165-169	0.13792578527975508
2136	170-174	-0.16938828309690024
2136	175-179	-0.2003277041246747
2136	180-184	0.054392890205264166
2136	185-189	-0.12078886442696302
2136	190-194	-0.15896288931840985
2136	195-199	0.0951855354576594
2136	200-204	-0.08476885193762485
2136	205-209	-0.32611457799980315
2136	210-214	-0.23829576853712808
2136	215-219	0.3862954142092505
2136	220-224	-0.6531559291454556
2136	225-229	-0.4364188361048349
2136	230-234	-0.9266992690649687
2136	235-239	0.2565286247179941
2136	240-244	0.09628805843696853
2136	245-249	-0.0637725669163487
2136	250	-0.23832534047109277
2137	1	-0.02160720627486512
2137	2	0.10746192513676789
2137	3	-0.23503343957080602
2137	4	-0.03595141856517614
2137	5	-0.30340164035326467
2137	6	0.1131331503686468
2137	7	0.018440939902838238
2137	8	-0.005465092326815579
2137	9	-0.2854958205759388
2137	10-14	-0.04581312504171109
2137	15-19	0.027760976012125127
2137	20-24	-0.14964362259723174
2137	25-29	0.016483569384924124
2137	30-34	0.029443261788649977
2137	35-39	0.027407220705399027
2137	40-44	-0.12152167234514621
2137	45-49	0.04638192216589232
2137	50-54	-0.03226054863847594
2137	55-59	0.08704334762962418
2137	60-64	-0.015967286056067564
2137	65-69	0.029050093887242667
2137	70-74	0.06671549884457306
2137	75-79	0.009484911358150327
2137	80-84	0.15135589651772818
2137	85-89	-0.018731100481076624
2137	90-94	-0.07262434923234196
2137	95-99	-0.043288152284226555
2137	100-104	-0.2665776146982566
2137	105-109	-0.031345531651481906
2137	110-114	0.034133739609089275
2137	115-119	-0.15896109191660912
2137	120-124	-0.02014532348220399
2137	125-129	-0.05048875494503591
2137	130-134	-0.3136179967048207
2137	135-139	0.08191839850766058
2137	140-144	0.07224187461613951
2137	145-149	-0.04769974414294609
2137	150-154	-0.3028044581558049
2137	155-159	-0.1742677022716279
2137	160-164	-0.0157726815162178
2137	165-169	-0.128516198350475
2137	170-174	-0.2865765353838512
2137	175-179	0.13207479948630407
2137	180-184	-0.04064803420495622
2137	185-189	0.19283655685372736
2137	190-194	0.05403662921793995
2137	195-199	0.13399150560691453
2137	200-204	0.23829325687315617
2137	205-209	-0.1425806348125107
2137	210-214	-0.1874532071505115
2137	215-219	-0.24596265030687903
2137	220-224	0.25093651187523847
2137	225-229	-0.023130439378789447
2137	230-234	-0.26122021273372553
2137	235-239	-0.41954263190213226
2137	240-244	-0.42802585586250075
2137	245-249	0.07748886784533227
2137	250	-0.9229666500522171
2138	1	-0.33810205163569407
2138	2	0.10746192513676789
2138	3	0.13981192125393704
2138	4	-0.1479101814517776
2138	5	-0.15164906303368042
2138	6	-0.006866849631350647
2138	7	0.005863620315210483
2138	8	0.24195758808555468
2138	9	-0.27003190305016744
2138	10-14	-0.09587498071181955
2138	15-19	-0.14131118893632788
2138	20-24	-0.08923125146321809
2138	25-29	-0.29807313164599947
2138	30-34	-0.23311343924228112
2138	35-39	-0.3265309236245102
2138	40-44	-0.2725732187368948
2138	45-49	-0.18541189226709776
2138	50-54	-0.3437416482948379
2138	55-59	-0.21638635758579028
2138	60-64	-0.2137888606922118
2138	65-69	-0.2684237373974554
2138	70-74	0.12995436917052672
2138	75-79	-0.10267605524996526
2138	80-84	-0.3194943059114266
2138	85-89	-0.07971138685700652
2138	90-94	-0.2750223976535864
2138	95-99	-0.15770405949218969
2138	100-104	-0.3266438947313972
2138	105-109	-0.1409561364567793
2138	110-114	0.15563214178685314
2138	115-119	0.018517899680027483
2138	120-124	-0.28772576253646776
2138	125-129	-0.1691130248996089
2138	130-134	0.12081851638192376
2138	135-139	-0.09848141239258723
2138	140-144	-0.05120244226100823
2138	145-149	-0.024553934728473337
2138	150-154	-0.17173671992389217
2138	155-159	-0.010042673568989358
2138	160-164	-0.03175431182620514
2138	165-169	-0.02316602613463914
2138	170-174	0.020289136257943596
2138	175-179	-0.004595694199110767
2138	180-184	-0.20377088150689815
2138	185-189	-0.16436206541951748
2138	190-194	-0.2770770332390029
2138	195-199	0.06749322776535394
2138	200-204	0.06580186766534268
2138	205-209	-0.18060589313626707
2138	210-214	-0.3754669844180185
2138	215-219	-0.430578034922263
2138	220-224	0.08937508822425855
2138	225-229	-0.10450816612964786
2138	230-234	-0.41543376038011104
2138	235-239	0.24332763216215625
2138	240-244	0.36278929913175517
2138	245-249	-0.07856164880220007
2138	250	1.2336349572956564
2139	1	-0.02533609418888716
2139	2	-0.42445296848025293
2139	3	-0.6763582915120239
2139	4	-0.17216550060071256
2139	5	0.08835093696632157
2139	6	-0.16346259431220744
2139	7	-0.521370422237986
2139	8	-0.43889347574423
2139	9	-0.557265945603362
2139	10-14	-0.13723668283947887
2139	15-19	-0.3498218272342086
2139	20-24	-0.29050784720789835
2139	25-29	-0.21058376994387373
2139	30-34	-0.29549641796568693
2139	35-39	0.05074567212017911
2139	40-44	-0.04167960171561447
2139	45-49	-0.3708587007777382
2139	50-54	-0.3341337782422187
2139	55-59	-0.5045775314912575
2139	60-64	-0.3385278485911982
2139	65-69	-0.4360809491559081
2139	70-74	-0.35058835045927594
2139	75-79	-0.35192947090227733
2139	80-84	-0.22209584927818327
2139	85-89	-0.2983872006679391
2139	90-94	-0.07697941122824403
2139	95-99	-0.3665275889039421
2139	100-104	-0.36965860061374656
2139	105-109	-0.21558848939795894
2139	110-114	-0.4730443288013788
2139	115-119	-0.33699680620232897
2139	120-124	-0.3208656478438243
2139	125-129	-0.43530587019693456
2139	130-134	-0.8196221374915709
2139	135-139	-0.32270972139701826
2139	140-144	-0.7348654459240151
2139	145-149	-0.4380337882083225
2139	150-154	-0.4767916649788333
2139	155-159	-0.4639620874883974
2139	160-164	-0.5312903313622215
2139	165-169	-0.5841428271114282
2139	170-174	-0.5232029272341236
2139	175-179	-0.7404198700232882
2139	180-184	-0.3709015286375461
2139	185-189	-1.1220177430751974
2139	190-194	-0.4958804520424209
2139	195-199	-0.5429097026375729
2139	200-204	-0.39700643514295564
2139	205-209	-0.6019978345282198
2139	210-214	-0.16271973167076226
2139	215-219	-0.7983436026878294
2139	220-224	-0.4760949972458235
2139	225-229	-0.31803685965833495
2139	230-234	-0.6048354697818183
2139	235-239	-0.5310801822456597
2139	240-244	-0.47872474238229046
2139	245-249	-0.42229791253846116
2139	250	-0.3775982539375562
2140	1	0.5311287175950739
2140	2	0.10746192513676789
2140	3	0.029042690484700984
2140	4	0.23208981854822497
2140	5	0.08835093696632157
2140	6	0.1131331503686468
2140	7	0.2658636203152085
2140	8	0.12657297270094148
2140	9	0.22996809694983256
2140	10-14	0.1290480962112639
2140	15-19	0.09330419567906034
2140	20-24	0.08461490238294544
2140	25-29	0.03254225296938529
2140	30-34	0.09165579152695358
2140	35-39	0.1333152302216476
2140	40-44	0.2549652428015676
2140	45-49	0.13658810773290497
2140	50-54	0.13995065939747064
2140	55-59	0.1701330912193697
2140	60-64	0.013495631681827547
2140	65-69	0.08627264661540579
2140	70-74	0.13751763788201288
2140	75-79	0.19567142958295136
2140	80-84	0.09059640284684178
2140	85-89	-0.050908942346005404
2140	90-94	-0.05976007650891546
2140	95-99	0.18617511379876106
2140	100-104	0.1291589669538169
2140	105-109	0.15045880789934074
2140	110-114	0.10905026579321486
2140	115-119	0.09564208268656671
2140	120-124	0.16984388714388388
2140	125-129	0.07272006318111579
2140	130-134	0.1440264205231898
2140	135-139	0.21411120415631046
2140	140-144	0.16868921537712822
2140	145-149	0.04513187242212524
2140	150-154	0.15580390846180592
2140	155-159	0.06024985080804868
2140	160-164	0.22757396553024023
2140	165-169	0.17436376801487796
2140	170-174	0.12057082639879013
2140	175-179	0.1231616189103093
2140	180-184	0.31999943268594677
2140	185-189	-0.37003920518117184
2140	190-194	0.3898785463926302
2140	195-199	0.24448131010554874
2140	200-204	0.29496763147900396
2140	205-209	0.2481698381746682
2140	210-214	0.06102272305760437
2140	215-219	0.3174176313832646
2140	220-224	0.34957010447562453
2140	225-229	0.31178652509462523
2140	230-234	0.32536797309767707
2140	235-239	0.5470329409378891
2140	240-244	0.33245343780998127
2140	245-249	0.3012433349464345
2140	250	-0.5618146635060768
2141	1	0.14803656222569117
2141	2	-0.3677855996157078
2141	3	-0.09662372231041871
2141	4	0.1132779373601096
2141	5	-0.1690748056079343
2141	6	-0.005678730819468569
2141	7	-0.11037400344716986
2141	8	-0.25309191686493904
2141	9	-0.26508140800066116
2141	10-14	-0.022132406454389297
2141	15-19	0.08839178136069137
2141	20-24	-0.015765904928557006
2141	25-29	0.051392214888650756
2141	30-34	0.008906362737917561
2141	35-39	0.0037265021180701297
2141	40-44	-0.04370193160818303
2141	45-49	-0.03915446652451493
2141	50-54	0.009961322002190798
2141	55-59	0.07199789308416626
2141	60-64	0.06800225351160805
2141	65-69	0.1378277581705234
2141	70-74	-0.07231644959913552
2141	75-79	0.023297152868479998
2141	80-84	0.07288733311765583
2141	85-89	0.021565881076178073
2141	90-94	0.08897047222163224
2141	95-99	-0.018066050442406834
2141	100-104	-0.3614855236906749
2141	105-109	-0.2545307970902613
2141	110-114	-0.12554432880138222
2141	115-119	0.07136857841305755
2141	120-124	0.12743868671050507
2141	125-129	-0.05503724992831138
2141	130-134	-0.048491185110613344
2141	135-139	0.03532599288870131
2141	140-144	0.021682173123608095
2141	145-149	0.05006144988691119
2141	150-154	-0.0750059506931251
2141	155-159	-0.13033113510744698
2141	160-164	-0.11511969644158881
2141	165-169	-0.27114679536540365
2141	170-174	-0.29096086374205754
2141	175-179	-0.0448841557375772
2141	180-184	-0.13915549689151874
2141	185-189	-0.3732082192656776
2141	190-194	0.09023065906868766
2141	195-199	-0.03606446454234202
2141	200-204	-0.055736593873113804
2141	205-209	0.15574026070987657
2141	210-214	0.03549455404351676
2141	215-219	0.5102873496931224
2141	220-224	-0.10456721946804493
2141	225-229	0.14664568002419998
2141	230-234	0.2007200857737388
2141	235-239	-0.9628262139916899
2141	240-244	0.07048160682406746
2141	245-249	0.21788065889010255
2141	250	-1.5125188888581889
2142	1	0.3174535039198645
2142	2	-0.2258714081965678
2142	3	0.03758969903171305
2142	4	0.009867596326003536
2142	5	-0.0227601741447927
2142	6	0.1131331503686468
2142	7	-0.3082104537588677
2142	8	-0.3321164859885215
2142	9	0.22996809694983256
2142	10-14	-0.05157868441552438
2142	15-19	-0.03390378152892026
2142	20-24	0.019657637425673613
2142	25-29	0.04237131279843709
2142	30-34	-0.04096529109413183
2142	35-39	-0.04830870140228427
2142	40-44	0.06194529978161967
2142	45-49	-0.028226707081906
2142	50-54	0.12751622640229243
2142	55-59	-0.03905493443794228
2142	60-64	0.15208920679535254
2142	65-69	0.1398737439752722
2142	70-74	-0.01292800185724019
2142	75-79	0.06079538558989128
2142	80-84	-0.023027734076428885
2142	85-89	-0.016909608096149498
2142	90-94	0.2088650703771009
2142	95-99	0.17912458500910589
2142	100-104	-0.1630462817731626
2142	105-109	-0.051186315484905265
2142	110-114	-0.030471865033263157
2142	115-119	-0.2628120235936251
2142	120-124	0.14692324307485904
2142	125-129	-0.02363453499618373
2142	130-134	-0.2084176556988453
2142	135-139	-0.10842400711130296
2142	140-144	0.16653511430007484
2142	145-149	0.14712027341631995
2142	150-154	0.11396463754217478
2142	155-159	0.017830629598428516
2142	160-164	0.05657148002899248
2142	165-169	0.406426734046363
2142	170-174	0.05205384214029607
2142	175-179	-0.379075332208167
2142	180-184	0.23143273840260292
2142	185-189	0.27238001602844975
2142	190-194	0.18581889436280363
2142	195-199	-0.07540269983645942
2142	200-204	-0.04985424093193558
2142	205-209	0.10500496659223302
2142	210-214	0.2994651422788124
2142	215-219	0.4775667614578296
2142	220-224	0.04285925112019129
2142	225-229	0.05693979767125512
2142	230-234	0.08013185047961713
2142	235-239	0.619526727184784
2142	240-244	0.32930513623583124
2142	245-249	0.5197188941842228
2142	250	0.6051281699653401
2143	1	0.09523128169764306
2143	2	-6.46182971337339E-4
2143	3	-0.08253042108840702
2143	4	-0.21836063190222887
2143	5	0.08835093696632157
2143	6	-0.12110108386558949
